1725058327406,cbs,1,init,11,jaber,3075898887,3075898887,0,0
1725058327798,cbs,1,startup,11,jaber,3075898887,3075898887,2.002,0.309
1725058327848,cbs,1,timer,11,jaber,3075898887,3075898887,2.002,0.309
1725058328092,cbs,1,timer,11,jaber,3075898887,3075898887,5.990,0.309
1725058328340,cbs,1,timer,11,jaber,3075898887,3075898887,9.745,0.309
1725058328586,cbs,1,timer,11,jaber,3075898887,3075898887,12.653,0.309
1725058328836,cbs,1,timer,11,jaber,3075898887,3075898887,15.251,0.309
1725058329086,cbs,1,timer,11,jaber,3075898887,3075898887,15.009,0.309
1725058329336,cbs,1,timer,11,jaber,3075898887,3075898887,14.751,0.309
1725058329586,cbs,1,timer,11,jaber,3075898887,3075898887,16.505,0.309
1725058329836,cbs,1,timer,11,jaber,3075898887,3075898887,16.253,0.309
1725058330086,cbs,1,timer,11,jaber,3075898887,3075898887,16.054,0.309
1725058330337,cbs,1,timer,11,jaber,3075898887,3075898887,15.836,0.309
1725058330588,cbs,1,timer,11,jaber,3075898887,3075898887,15.589,0.309
1725058330837,cbs,1,timer,11,jaber,3075898887,3075898887,15.333,0.309
1725058331098,cbs,1,timer,11,jaber,3075898887,3075898887,15.128,0.309
1725058331337,cbs,1,timer,11,jaber,3075898887,3075898887,14.903,0.309
1725058331587,cbs,1,timer,11,jaber,3075898887,3075898887,16.646,0.309
1725058331836,cbs,1,timer,11,jaber,3075898887,3075898887,16.399,0.309
1725058332088,cbs,1,timer,11,jaber,3075898887,3075898887,16.159,0.309
1725058332337,cbs,1,timer,11,jaber,3075898887,3075898887,15.928,0.309
1725058332585,cbs,1,timer,11,jaber,3075898887,3075898887,15.678,0.309
1725058332837,cbs,1,timer,11,jaber,3075898887,3075898887,15.435,0.309
1725058333092,cbs,1,timer,11,jaber,3075898887,3075898887,15.214,0.309
1725058333340,cbs,1,timer,11,jaber,3075898887,3075898887,14.964,0.309
1725058333587,cbs,1,timer,11,jaber,3075898887,3075898887,16.709,0.309
1725058333836,cbs,1,timer,11,jaber,3075898887,3075898887,16.471,0.309
1725058334086,cbs,1,timer,11,jaber,3075898887,3075898887,16.238,0.309
1725058334335,cbs,1,timer,11,jaber,3075898887,3075898887,15.999,0.309
1725058334587,cbs,1,timer,11,jaber,3075898887,3075898887,15.768,0.309
1725058334837,cbs,1,timer,11,jaber,3075898887,3075898887,15.552,0.309
1725058335093,cbs,1,timer,11,jaber,3075898887,3075898887,15.298,0.309
1725058335337,cbs,1,timer,11,jaber,3075898887,3075898887,15.111,0.309
1725058335585,cbs,1,timer,11,jaber,3075898887,3075898887,14.942,0.309
1725058335835,cbs,1,timer,11,jaber,3075898887,3075898887,16.944,0.309
1725058336089,cbs,1,timer,11,jaber,3075898887,3075898887,16.722,0.309
1725058336337,cbs,1,timer,11,jaber,3075898887,3075898887,16.487,0.309
