1725058327654,cbs,1,11,jaber,3075898887,3075898887,0,0.973061,2.002,0.000
1725058327875,cbs,1,11,jaber,3075898887,3075898887,180180,0.980933,4.004,0.309
1725058328056,cbs,1,11,jaber,3075898887,3075898887,360360,0.981578,5.990,0.309
1725058328193,cbs,1,11,jaber,3075898887,3075898887,540540,0.982160,7.886,0.309
1725058328327,cbs,1,11,jaber,3075898887,3075898887,720720,0.983488,9.754,0.309
1725058328455,cbs,1,11,jaber,3075898887,3075898887,900900,0.982026,11.630,0.309
1725058328591,cbs,1,11,jaber,3075898887,3075898887,1081080,0.981678,13.493,0.309
1725058328744,cbs,1,11,jaber,3075898887,3075898887,1261260,0.980742,15.344,0.309
1725058329463,cbs,1,11,jaber,3075898887,3075898887,1441440,0.981026,16.633,0.309
1725058331580,cbs,1,11,jaber,3075898887,3075898887,1621620,0.981525,16.660,0.309
1725058333474,cbs,1,11,jaber,3075898887,3075898887,1801800,0.985021,16.828,0.309
1725058335708,cbs,1,11,jaber,3075898887,3075898887,1981980,0.985394,16.944,0.309
1725058337989,cbs,1,11,jaber,3075898887,3075898887,2162160,0.985451,16.883,0.309
1725058340236,cbs,1,11,jaber,3075898887,3075898887,2342340,0.985453,16.720,0.309
1725058342458,cbs,1,11,jaber,3075898887,3075898887,2522520,0.985546,16.783,0.309
1725058344967,cbs,1,11,jaber,3075898887,3075898887,2702700,0.985534,16.711,0.309
1725058346962,cbs,1,11,jaber,3075898887,3075898887,2882880,0.985564,16.790,0.309
1725058349276,cbs,1,11,jaber,3075898887,3075898887,3063060,0.984631,16.867,0.309
1725058351492,cbs,1,11,jaber,3075898887,3075898887,3243240,0.981298,16.762,0.309
1725058353737,cbs,1,11,jaber,3075898887,3075898887,3423420,0.980427,16.748,0.309
1725058355810,cbs,1,11,jaber,3075898887,3075898887,3603600,0.981399,16.751,0.309
1725058357977,cbs,1,11,jaber,3075898887,3075898887,3783780,0.982204,16.669,0.309
1725058359971,cbs,1,11,jaber,3075898887,3075898887,3963960,0.983696,16.728,0.309
