1724830807603,cbs,1,init,11,jaber,3575683964,3575683964,0,0
1724830808852,cbs,1,startup,11,jaber,3575683964,3575683964,2.002,1.183
1724830808852,cbs,1,timer,11,jaber,3575683964,3575683964,2.002,1.183
1724830809165,cbs,1,timer,11,jaber,3575683964,3575683964,2.002,1.183
1724830809310,cbs,1,timer,11,jaber,3575683964,3575683964,1.908,1.183
1724830809558,cbs,1,timer,11,jaber,3575683964,3575683964,3.662,1.183
1724830809808,cbs,1,timer,11,jaber,3575683964,3575683964,3.410,1.183
1724830810058,cbs,1,timer,11,jaber,3575683964,3575683964,3.163,1.183
1724830810308,cbs,1,timer,11,jaber,3575683964,3575683964,2.910,1.183
1724830810559,cbs,1,timer,11,jaber,3575683964,3575683964,2.662,1.183
1724830810810,cbs,1,timer,11,jaber,3575683964,3575683964,4.410,1.183
1724830811059,cbs,1,timer,11,jaber,3575683964,3575683964,4.167,1.183
1724830811310,cbs,1,timer,11,jaber,3575683964,3575683964,3.912,1.183
1724830811558,cbs,1,timer,11,jaber,3575683964,3575683964,3.662,1.183
1724830811807,cbs,1,timer,11,jaber,3575683964,3575683964,3.412,1.183
1724830812058,cbs,1,timer,11,jaber,3575683964,3575683964,3.170,1.183
1724830812307,cbs,1,timer,11,jaber,3575683964,3575683964,2.912,1.183
1724830812557,cbs,1,timer,11,jaber,3575683964,3575683964,4.665,1.183
1724830812808,cbs,1,timer,11,jaber,3575683964,3575683964,4.414,1.183
1724830813058,cbs,1,timer,11,jaber,3575683964,3575683964,4.167,1.183
1724830813308,cbs,1,timer,11,jaber,3575683964,3575683964,3.914,1.183
1724830813559,cbs,1,timer,11,jaber,3575683964,3575683964,5.673,1.183
1724830813808,cbs,1,timer,11,jaber,3575683964,3575683964,5.417,1.183
1724830814058,cbs,1,timer,11,jaber,3575683964,3575683964,5.171,1.183
1724830814307,cbs,1,timer,11,jaber,3575683964,3575683964,4.916,1.183
1724830814557,cbs,1,timer,11,jaber,3575683964,3575683964,4.669,1.183
1724830814808,cbs,1,timer,11,jaber,3575683964,3575683964,4.416,1.183
1724830815058,cbs,1,timer,11,jaber,3575683964,3575683964,4.168,1.183
1724830815307,cbs,1,timer,11,jaber,3575683964,3575683964,5.990,1.183
1724830815564,cbs,1,timer,11,jaber,3575683964,3575683964,5.774,1.183
1724830815810,cbs,1,timer,11,jaber,3575683964,3575683964,5.534,1.183
1724830816058,cbs,1,timer,11,jaber,3575683964,3575683964,5.268,1.183
1724830816308,cbs,1,timer,11,jaber,3575683964,3575683964,5.032,1.183
1724830816558,cbs,1,timer,11,jaber,3575683964,3575683964,4.783,1.183
1724830816808,cbs,1,timer,11,jaber,3575683964,3575683964,4.522,1.183
1724830817074,cbs,1,timer,11,jaber,3575683964,3575683964,4.261,1.183
1724830817308,cbs,1,timer,11,jaber,3575683964,3575683964,6.054,1.183
1724830817559,cbs,1,timer,11,jaber,3575683964,3575683964,5.820,1.183
1724830817809,cbs,1,timer,11,jaber,3575683964,3575683964,5.576,1.183
1724830818059,cbs,1,timer,11,jaber,3575683964,3575683964,5.310,1.183
