1724830807809,cbs,1,11,jaber,3575683964,3575683964,0,1280x720-22,232626,0.973061,11,0,2345,2387,604690,0.000,0.000
1724830808851,cbs,1,11,jaber,3575683964,3575683964,180180,1280x720-22,185089,0.975478,10,0,2000,5386,70156,2.002,0.000
1724830809522,cbs,1,11,jaber,3575683964,3575683964,360360,1280x720-20,408096,0.977558,12,0,2000,4582,232306,3.708,1.183
1724830810738,cbs,1,11,jaber,3575683964,3575683964,540540,1920x1080-24,457180,0.978752,12,0,2000,5007,702327,4.495,1.183
1724830812331,cbs,1,11,jaber,3575683964,3575683964,720720,1920x1080-24,391182,0.980091,12,0,2000,4163,419278,4.901,1.183
1724830813435,cbs,1,11,jaber,3575683964,3575683964,900900,1920x1080-22,579192,0.982026,12,2,2000,5763,649639,5.803,1.183
1724830815210,cbs,1,11,jaber,3575683964,3575683964,1081080,1920x1080-22,617335,0.981678,12,0,2000,5077,683044,6.062,1.183
1724830817237,cbs,1,11,jaber,3575683964,3575683964,1261260,1920x1080-22,649152,0.980742,12,0,2000,6669,79932,6.132,1.183
1724830819221,cbs,1,11,jaber,3575683964,3575683964,1441440,1920x1080-22,610976,0.981026,6,1,2000,4243,440031,6.382,1.183
1724830821087,cbs,1,11,jaber,3575683964,3575683964,1621620,1920x1080-24,742224,0.978032,14,0,2000,5694,625358,6.714,1.183
1724830823273,cbs,1,11,jaber,3575683964,3575683964,1801800,1920x1080-22,603682,0.985021,12,6,2000,5511,587832,6.657,1.183
1724830825074,cbs,1,11,jaber,3575683964,3575683964,1981980,1920x1080-22,586554,0.985394,12,0,2000,8540,43138,7.405,1.183
1724830826787,cbs,1,11,jaber,3575683964,3575683964,2162160,1920x1080-22,584665,0.985451,12,2,2000,5482,618741,7.765,1.183
1724830829126,cbs,1,11,jaber,3575683964,3575683964,2342340,1920x1080-22,591356,0.985453,12,0,2000,6294,397032,7.825,1.183
1724830830804,cbs,1,11,jaber,3575683964,3575683964,2522520,1920x1080-22,594042,0.985546,12,0,2000,5002,142483,8.230,1.183
1724830832650,cbs,1,11,jaber,3575683964,3575683964,2702700,1920x1080-22,598350,0.985534,12,2,2000,5702,631977,8.674,1.183
1724830834458,cbs,1,11,jaber,3575683964,3575683964,2882880,1920x1080-22,583821,0.985564,12,0,2000,5425,657394,8.933,1.183
1724830836442,cbs,1,11,jaber,3575683964,3575683964,3063060,1920x1080-22,740626,0.984631,12,2,2000,5448,615184,9.222,1.183
1724830838683,cbs,1,11,jaber,3575683964,3575683964,3243240,1920x1080-22,737085,0.981298,12,0,2000,5562,686018,9.026,1.183
1724830840808,cbs,1,11,jaber,3575683964,3575683964,3423420,1920x1080-22,689553,0.980427,12,0,2000,4852,189940,9.255,1.183
